MasterID,TeluguNo,EnglishNo,TamilNo,HindiNo,TeluguTitle,EnglishTitle,TamilTitle,HindiTitle
382,382,382,385,0,ఇదియే అనుకూల సమయము నీకు,Idiye anukula samayamu neeku,இதுவே அநுக்கிரக காலமதாயிற்றே,
383,383,383,0,0,ఇదియే సమయంబు రండి,Idiye samayambu randi,,
384,384,384,379,334,మాయలోక మాయలో నేల,Mayaloka mayalo nela,மாயலோக வாழ்வில் மூழ்கி ஏன் அலைகிறாய்?,माया मोह और लोभ में भाई भला क्यों फिरे ?
385,385,385,380,302,వినతి వినతి వినతి త్రియేకునికి,Vinathi vinathi vinathi triyekuniki,"துதிசெய், துதிசெய், துதிசெய் திரியேகனை","भज ले, भज ले, भज ले, यीशु का नाम,"
386,386,386,0,0,కాలవిలువ నీకు,Kala Vilu Va Neeku,,
387,387,387,0,0,ప్రభు యేసు పిలుపును,Prabhu Yesu pilupunu,,
388,388,388,406,292,ప్రేమతో యేసు - పిలుచుచున్నాడు,Prematho yesu - piluchuchunnaadu,ஆண்டவர் இயேசு அழைக்கிறார்,"प्रेम से यीशु बुलावे ... जल्दी आओ,"
389,389,389,0,301,ఇమ్ముగ నీ హృదయము నిమ్ము,Immuga nee hrudaya nimmu,,"भजता क्यों नहीं रे मन मूरख ... यीशु नाम, सच्चा नाम,"
390,390,390,410,327,ఓపాపి జీవపు యూటకురా,O Paapi jeevapu yootaku raa,பாவியே ஜீவ ஊற்றண்டை வா,"पाप सहित आ तू अब सोते के पास, भार दुःख का लेकर के आ,"
391,391,391,376,305,గడియ నేను తట్టుచున్నాను,Gadiya nenu thattu chunnaanu,தட்டித் தட்டி நிற்கிறேன் தாளைத் திற,"तेरे दिल के द्वार पर यीशु खटखटाता,"
392,392,392,0,0,యేసు రాజున్ నీ యెదలో,Yesu raajun nee yadalo,,
393,393,393,373,304,సోదరుడా పాపక్షమకై,Sodarudaa paapa kshamakai,"சகோதரா, பாவமன்னிப்பை","भाई, बहनो, पाप की माफी माँग लो, प्रभु यीशु से  (2)"
394,394,394,411,343,యేసు ప్రభువే - నీకు రక్షణ,Yesu prabhuve neeku rakshana,உனக்கு இரட்சிப்பு இயேசு கொடுக்க அழைக்கிறார்,"यीशु प्रभु है तेरा तारणहार,"
395,395,395,0,0,ఓపాపీ - సంధించితివా,Oh paapi sandhinchitivaa,,
396,396,396,0,0,చూడుము సోదరుడా నీవు,Choodumu sodarudaa neevu,,
397,397,397,381,340,ప్రభుతట్టు కన్ను లెత్తు,Prabhu thattu kannuleththu,கர்த்தர்மேல் கண்களை ஏறெடு,"प्रभु की ओर आँख उठाओ ... यीशु ओर आंख उठाओ,"
398,398,398,412,635,చూడుము నీవు మేలుకొనుము,Choodumu neevu melconumu,பாரீர் பாரீர் எழுந்திடுவீர்,"देखो, देखो, उठो जागो, यीशु राजा आता है,"
399,399,399,375,307,యేసుని స్వీకరించు,Yesuni sweekarinchu,"இயேசுவை ஏற்றுக்கொள்வாய்,","यीशु को ग्रहण करो, ख्रीष्ट यीशु को ग्रहण करो,"
400,400,400,650,329,"జీవిత మెవ్వరికి, నీ జీవిత మెవ్వరికి",Jeevitha mevvariki nee jeevitha mevvariki,யாருக்காய் வாழ்கிறாய் நீ ?,"जीवन तेरा किस के लिए, तेरा जीवन किस के लिए ?"
401,401,401,413,295,యేసు నిన్ను పిలచెను,Yesu ninnu pilichenu,"இயேசு உன்னை அழைக்கிறார்,","यीशु तुझे बुलाता है आज, सुन ले ध्यान से मधुर आवाज"
402,402,402,378,313,చూడుము ఈ క్షణమే కల్వరిని,Choodumu eekshaname calvarini,நோக்கிப் பாரும் சற்று கல்வாரியை,"देखो, देखो जरा कलवरी पर,"
403,403,403,383,368,ఎంత పాపినైనను - యేసు చేర్చుకొనును,Entha paapinainanu - Yesu cherchukonunu,கெட்டுப்போன மாந்தரை,"यह सुनाओ कि यीशु ख्रिस्त पापी को बचाता है,"
404,404,404,382,367,యేసునాథుని గాయములను,Yesu naadhuni gaayamulanu,இயேசுநாதர் ஐங்காயத்தை நோக்கிப் பார்த்தால்,"क्रूसित यीशु की ओर देख औए ले ले जीवन, वही तेरे लिए जीवन दान,"
405,405,405,377,0,రక్షణంపు వార్తను విని,Rakshanampu vaartanu vini,சுவிசேஷ செய்தி கேட்டாயா?,
406,406,406,0,296,ప్రభుయేసు రమ్మనుచుండె,Prabhu yesu rammanuchunde,,"प्रभु यीशु बुलाता आज पापियों को सभी,"
407,407,407,175,422,యెరుషలేము గుమ్మములారా రాజును,Yerushalemu gummamulaara rajunu,எருசலேமின் வாசல்களே இராஜாவை வரவேற்றிடுங்களே!,"यरूशलेम को फाटको, राजा को अन्दर आने दो,"
408,408,408,372,306,తెరువు నీ హృదయ ద్వారంబు నేడే,Theruvu nee hrudaya dwarambu nede,இருதயக் கதவை நீ திறந்திடு இன்றே,"हृदय तुम खोलो, आओ यीशु पास,"
409,409,409,415,308,కృపకాలములో - ప్రభుయేసుని,Krupakaalamulo prabhuyesune,கிருபை காலங்களில் கர்த்தர் இயேசுவை,"अनुग्रह का समय अब है,"
410,410,410,416,293,క్రీస్తు చెంతకు రమ్ము,Kristu chentaku rammu,கிறிஸ்து வண்டை வாரும் நண்பா,"ख्रीष्ट के पास आओ भाई, यीशु के पास आओ भाई,"
411,411,411,421,309,తెరువబడియున్నది కృపద్వారము,Teruvabadi yunnadi krupadwaramu,கிருபையின் வாசல் திறந்துள்ளது,"द्वार अनुग्रह का खुला अब है, शीघ्र आओ यीशु बुलाता है"
